name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Diamond Circlet,BotW_Diamond_Circlet_Icon.png?version=b1fcca3eeef51cd444d258f11612d1ff (https://dl.airtable.com/Z3uNQmSSReDEAbnNmkRv_BotW_Diamond_Circlet_Icon.png%3Fversion%3Db1fcca3eeef51cd444d258f11612d1ff),Armor,Head,,,,,,4,7,12,18,28,Guardian Resist,"A luxurious headpiece sold at Gerudo jewelry shops. It's decorated with a diamond, which harnesses the power of light to reduce damage received from ancient enemies.",375,,"Diamond x2, Flint x3","Diamond x4, Flint x3","Diamond x6, Star Fragment x1","Diamond x10, Star Fragment x1","Diamond,Flint,Star Fragment",Gerudo Secret Club,
Fierce Deity Mask,BotW_Fierce_Deity_Mask_Icon.png?version=8cb0e4cd3a80cbd2860f13e3b56517ac (https://dl.airtable.com/Sba3O7D5RECE2AdY3jKU_BotW_Fierce_Deity_Mask_Icon.png%3Fversion%3D8cb0e4cd3a80cbd2860f13e3b56517ac),Armor,Head,,,,,,3,5,8,12,20,Attack,"Legends say this mask was once worn by a hero from a world in which the moon threatened to fall. It looks scary, but wearing it offers fierce, godlike power.",125,Charge Attack Stamina,"Hinox Toenail x5, Dinraal's Scale x1","Hinox Tooth x5, Dinraal's Claw x1","Hinox Guts x5, Shard of Dinraal's Fang x1","Lynel Guts x5, Shard of Dinraal's Horn x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Helm,BotW_Flamebreaker_Helm_Icon.png?version=ad61c438683808adaee015e95ee92046 (https://dl.airtable.com/5BP9YQj6WcVXYP7icHwc_BotW_Flamebreaker_Helm_Icon.png%3Fversion%3Dad61c438683808adaee015e95ee92046),Armor,Head,,,,,,3,5,8,12,20,Flame Guard,"Stone headgear made by Goron craftsmen to protect tourists visiting Goron City. As if its flame resistance isn't enough of a selling point, it also covers your entire head!",500,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Veil,BotW_Gerudo_Veil_Icon.png?version=e1b02bf9a3ac68da882bd67a88fd7e70 (https://dl.airtable.com/BTEvq2QSnKutK8NYKSdC_BotW_Gerudo_Veil_Icon.png%3Fversion%3De1b02bf9a3ac68da882bd67a88fd7e70),Armor,Head,,,,,,1,,,,,Gerudo Town Entry,"A mask worn by Gerudo women. It protects the skin from the harsh sun, but don't expect it to protect much in combat...",45,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Hood,BotW_Hylian_Hood_Icon.png?version=3b38dc3a4b466213e66eabad8f766630 (https://dl.airtable.com/VO1vZftLRdUpFTTP3OhU_BotW_Hylian_Hood_Icon.png%3Fversion%3D3b38dc3a4b466213e66eabad8f766630),Armor,Head,,,,,,3,5,8,12,20,,A hood woven using traditional Hyrulean methods. It's made from a sturdy material to protect travelers from the harsh sun and weather.,15,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Korok Mask,BotW_Korok_Mask_Icon.png?version=6aa15b57f0023efc6ef2bee8b8feeb27 (https://dl.airtable.com/6118ulAaTbyvkXHsuOqS_BotW_Korok_Mask_Icon.png%3Fversion%3D6aa15b57f0023efc6ef2bee8b8feeb27),Armor,Head,,,,,,1,,,,,,"A mask inspired by those fun-loving Koroks. It shakes when one is hiding nearby. If sold, this rare find can't be replaced.",,,,,,,,,
Lizalfos Mask,BotW_Lizalfos_Mask_Icon.png?version=fa053283198bcc533b144f360cb94a60 (https://dl.airtable.com/kWwqryq9TTKSQKRfj6bW_BotW_Lizalfos_Mask_Icon.png%3Fversion%3Dfa053283198bcc533b144f360cb94a60),Armor,Head,,,,,,3,,,,,Lizalfos Disguise,Kilton's handmade Lizalfos headgear. It's designed to replicate the unique tongue and horn of the Lizalfos. Equip it to blend in with Lizalfos.,,,,,,,,Kilton's Shop,
Lynel Mask,BotW_Lynel_Mask_Icon.png?version=28fa21417190c8bda67d5f0f37d1c89e (https://dl.airtable.com/0O1qJrLcTY2ZX1oF0EdR_BotW_Lynel_Mask_Icon.png%3Fversion%3D28fa21417190c8bda67d5f0f37d1c89e),Armor,Head,,,,,,3,,,,,Lynel Disguise,"Kilton's handmade Lynel headgear. It's so well crafted, it can deceive a real Lynel. Equip it to blend in with Lynels, but don't linger too long. Those beasts are smart.",,,,,,,,Kilton's Shop,
Majora's Mask,BotW_Majora%27s_Mask_Icon.png?version=b257c35df4b07f2afafa613b72c73115 (https://dl.airtable.com/kwchRUZQ7W0vBzGNtawv_BotW_Majora%2527s_Mask_Icon.png%3Fversion%3Db257c35df4b07f2afafa613b72c73115),Armor,Head,,,,,,1,,,,,,"An eerie mask passed down from ancient times. Wearing it makes it harder for certain enemies to spot you. If sold, this rare find can't be replaced.",,,,,,,,,
Midna's Helmet,BotW_Midna%27s_Helmet_Icon.png?version=7e683118ff3e286de1d4936a62d46d10 (https://dl.airtable.com/EQf8MN2Swy8bjR8lRhtg_BotW_Midna%2527s_Helmet_Icon.png%3Fversion%3D7e683118ff3e286de1d4936a62d46d10),Armor,Head,,,,,,7,,,,,Guardian Resist,"A helmet much like the one Midna wore when she fought alongside the Hero of Twilight. If sold, this rare find can't be replaced.",,,,,,,,,
Moblin Mask,BotW_Moblin_Mask_Icon.png?version=3ce73a4f2570e8f0738b5ee9e77ccc11 (https://dl.airtable.com/eKr0GNiKTQ2AOQNu2ZuN_BotW_Moblin_Mask_Icon.png%3Fversion%3D3ce73a4f2570e8f0738b5ee9e77ccc11),Armor,Head,,,,,,3,,,,,Moblin Disguise,Kilton's handmade Moblin headgear. It's designed to replicate the Moblin's distinct long nose and large horn. Equip it to blend in with Moblins.,,,,,,,,Kilton's Shop,
Opal Earrings,BotW_Opal_Earrings_Icon.png?version=ca19aee9e44ae6e1b64386d3ee845225 (https://dl.airtable.com/pepcDs0dQxOowcjzfA5y_BotW_Opal_Earrings_Icon.png%3Fversion%3Dca19aee9e44ae6e1b64386d3ee845225),Armor,Head,,,,,,3,5,8,12,20,Swim Speed,"Earrings sold at Gerudo jewelry shops. They contain opal, a gem that harnesses the power of water to increase your swimming speed.",40,,"Opal x5, Flint x3","Opal x8, Flint x3","Opal x16, Flint x3","Opal x20, Flint x3","Opal,Flint",Gerudo Secret Club,
Phantom Helmet,BotW_Phantom_Helmet_Icon.png?version=54d1368cc9ebbd4b6d0273eab84de9ff (https://dl.airtable.com/lrcsNwjbRWSkw6byTSZw_BotW_Phantom_Helmet_Icon.png%3Fversion%3D54d1368cc9ebbd4b6d0273eab84de9ff),Armor,Head,,,,,,8,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. This helmet looks just like the ones they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Mask,BotW_Radiant_Mask_Icon.png?version=8125e0df13e525194ee8a326ad542719 (https://dl.airtable.com/6bFrtHP4TIGdJkKhgBLV_BotW_Radiant_Mask_Icon.png%3Fversion%3D8125e0df13e525194ee8a326ad542719),Armor,Head,,,,,,3,5,8,12,20,Stal Lure,"A special mask for members of the Gerudo Secret Club. Painted with dye made from crushed luminous stones, it gives off a lurid, mysterious glow in the dark.",200,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Ruby Circlet,BotW_Ruby_Circlet_Icon.png?version=6df995e72fa61fed27ef65223c587d94 (https://dl.airtable.com/36GOD3h6QNqepoj5gyNc_BotW_Ruby_Circlet_Icon.png%3Fversion%3D6df995e72fa61fed27ef65223c587d94),Armor,Head,,,,,,3,5,8,12,20,Cold Resist,"A headpiece made by Gerudo craft workers. It's set with a ruby, a gem that harnesses the power of fire to make cold climates more bearable.",125,,"Ruby x2, Flint x3","Ruby x4, Flint x3","Ruby x6, Star Fragment x1","Ruby x10, Star Fragment x1","Ruby,Flint,Star Fragment",Gerudo Secret Club,
Rubber Helm,BotW_Rubber_Helm_Icon.png?version=20443d13d0e5861d975c5e4b717000b1 (https://dl.airtable.com/EkWoWoucQGGHlrjV50pX_BotW_Rubber_Helm_Icon.png%3Fversion%3D20443d13d0e5861d975c5e4b717000b1),Armor,Head,,,,,,3,5,8,12,20,Shock Resist,"A helmet made from ancient techniques and electricity-resistant material. It's made from something called ""rubber,"" a material that can no longer be found.",600,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Quest - Thunder Magnet,
Sapphire Circlet,BotW_Sapphire_Circlet_Icon.png?version=e1c97e1f6d52346ef1200c32b311c8b3 (https://dl.airtable.com/6CTSGswcS2SXGXm06oc7_BotW_Sapphire_Circlet_Icon.png%3Fversion%3De1c97e1f6d52346ef1200c32b311c8b3),Armor,Head,,,,,,3,5,8,12,20,Heat Resist,"An intricate headpiece crafted with Gerudo goldsmith techniques. It's set with a sapphire, a gem that harnesses the power of ice to make hot climates more tolerable.",150,,"Sapphire x2, Flint x3","Sapphire x4, Flint x3","Sapphire x6, Star Fragment x1","Sapphire x10, Star Fragment x1","Sapphire,Flint,Star Fragment",Gerudo Secret Club,
Sheik's Mask,BotW_Sheik%27s_Mask_Icon.png?version=b7b939aaf3b01f6488771aba415c1a51 (https://dl.airtable.com/mYjxjXRUQMuloERCfweq_BotW_Sheik%2527s_Mask_Icon.png%3Fversion%3Db7b939aaf3b01f6488771aba415c1a51),Armor,Head,,,,,,2,4,6,9,16,Stealth,"A mask said to have been worn by a Sheikah who saved a time-traveling hero. Made from the finest of Sheikah stealth fabrics, it is the final word in undercover gear.",125,,"Silent Princess x1, Star Fragment x1","Silent Princess x2, Star Fragment x2","Silent Princess x3, Star Fragment x3","Silent Princess x4, Star Fragment x4","Silent Princess,Star Fragment",Amiibo - Sheik,
Snowquill Headdress,BotW_Snowquill_Headdress_Icon.png?version=69cabba463a6e13a0d187c716c579721 (https://dl.airtable.com/kDz5l5hTjKxqJrQa1ZFv_BotW_Snowquill_Headdress_Icon.png%3Fversion%3D69cabba463a6e13a0d187c716c579721),Armor,Head,,,,,,3,5,8,12,20,Cold Resist,"A Rito accessory made from snow-bird feathers. It's adorned with a ruby, a gem that harnesses the power of fire to make cold climates more tolerable.",250,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
Soldier's Helm,BotW_Soldier%27s_Helm_Icon.png?version=8f962ff08beb3d4c9ea3c6a366134e53 (https://dl.airtable.com/a9U6OBlQSuqgJw6fKX1A_BotW_Soldier%2527s_Helm_Icon.png%3Fversion%3D8f962ff08beb3d4c9ea3c6a366134e53),Armor,Head,,,,,,4,7,12,18,28,,"Headgear made from sturdy metals for frontline soldiers. Praised for their defensive capabilities, the only helms that remain are those that survived the Calamity.",50,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x3, Moblin Guts x3","Lizalfos Tail x3, Hinox Guts x1","Lynel Hoof x2, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Mask,BotW_Stealth_Mask_Icon.png?version=9c2f7d1f6c56f948c9e9d0b919c94a4a (https://dl.airtable.com/aGMbEh6lRWCEtqVZ587m_BotW_Stealth_Mask_Icon.png%3Fversion%3D9c2f7d1f6c56f948c9e9d0b919c94a4a),Armor,Head,,,,,,2,4,6,9,16,Stealth,"It may look like a regular cloth mask, but it was made using Sheikah crafting techniques to suppress the noisy rustling of clothes. Perfect for sneaking about.",125,,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Thunder Helm,BotW_Thunder_Helm_Icon.png?version=aef2d850b44b4b9947659dff3be8b81f (https://dl.airtable.com/Dxq5hbXQPqub0hGgs87W_BotW_Thunder_Helm_Icon.png%3Fversion%3Daef2d850b44b4b9947659dff3be8b81f),Armor,Head,,,,,,3,,,,,Lightning Proof,A precious heirloom passed down among the Gerudo. It deflects lightning strikes and is traditionally worn only by the Gerudo chief.,,,,,,,,Quest - Thunder Helm Side,
Tingle's Hood,BotW_Tingle%27s_Hood_Icon.png?version=5161f8506e73a83becb9a1ab54fdd38d (https://dl.airtable.com/jhrtyqeXQ1ufguZCxKjL_BotW_Tingle%2527s_Hood_Icon.png%3Fversion%3D5161f8506e73a83becb9a1ab54fdd38d),Armor,Head,,,,,,2,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He treasured this hood, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
Topaz Earrings,BotW_Topaz_Earrings_Icon.png?version=c44a6ed9fa6c0421234d6a360a5866af (https://dl.airtable.com/PA4FaJVLRzu9UBo2hdgF_BotW_Topaz_Earrings_Icon.png%3Fversion%3Dc44a6ed9fa6c0421234d6a360a5866af),Armor,Head,,,,,,3,5,8,12,18,Shock Resist,"Earrings made by Gerudo craft workers. They're made with topaz, a gem that harnesses the power of lightning to increase electricity resistance.",100,,"Topaz x2, Flint x3","Topaz x4, Flint x3","Topaz x6, Star Fragment x1","Topaz x10, Star Fragment x1","Star Fragment,Topaz,Flint",Gerudo Secret Club,
Zora Helm,BotW_Zora_Helm_Icon.png?version=86503c4ddb73ef544f8bfe98168487d1 (https://dl.airtable.com/NYAQVvwiQGKI7qsqs3rP_BotW_Zora_Helm_Icon.png%3Fversion%3D86503c4ddb73ef544f8bfe98168487d1),Armor,Head,,,,,,3,5,8,12,20,Swim Speed,Zora headgear made from dragon scales. Increases swimming speed and allows you to use Spin Attack.,,Swim Dash Stamina,Lizalfos Horn x3,"Lizalfos Talon x5, Hyrule Bass x5","Lizalfos Tail x5, Hearty Bass x5","Lizalfos Tail x10, Opal x15","Lizalfos Horn,Lizalfos Talon,Hyrule Bass,Lizalfos Tail,Hearty Bass,Opal",Chest in Toto Lake,
Ancient Greaves,BotW_Ancient_Greaves_Icon.png?version=81451c77a188d32e92657a1319274e42 (https://dl.airtable.com/si2l8FF4SxiZTbRRGGZg_BotW_Ancient_Greaves_Icon.png%3Fversion%3D81451c77a188d32e92657a1319274e42),Armor,Leg,,,,,,4,7,12,18,28,Guardian Resist,Robbie engineered these greaves at the research institute using the same technology found in Guardian automata. They reduce damage from ancient weaponry.,125,Ancient Proficiency,"Ancient Screw x5, Ancient Spring x5","Ancient Spring x15, Ancient Gear x10","Ancient Shaft x15, Ancient Core x5","Star Fragment x1, Ancient Core x2","Ancient Screw,Ancient Spring",Akkala Ancient Tech Lab,
Barbarian Leg Wraps,BotW_Barbarian_Leg_Wraps_Icon.png?version=074669c287e6224597282b04d426d3de (https://dl.airtable.com/w7UGvEouTUGWY6VK8tLe_BotW_Barbarian_Leg_Wraps_Icon.png%3Fversion%3D074669c287e6224597282b04d426d3de),Armor,Leg,,,,,,3,4,8,12,20,Attack,These leg wraps were favored by a warlike tribe from the Faron region long ago. They're adorned with traditional markings that bolster your fighting spirit to raise your attack power.,600,Charge Attack Stamina,Lynel Horn x1,"Lynel Horn x3, Lynel Hoof x2","Lynel Hoof x4, Lynel Guts x1","Lynel Guts x2, Shard of Dinraal's Horn x1","Lynel Horn,Lynel Guts,Lynel Hoof,Shard of Dinraal's Horn",Shrine - Tu Ka'loh,
Climbing Boots,BotW_Climbing_Boots_Icon.png?version=a112ef4ea1f0ed70a8a279ebb9f1f348 (https://dl.airtable.com/IizooZIjRBGKawKvbAt6_BotW_Climbing_Boots_Icon.png%3Fversion%3Da112ef4ea1f0ed70a8a279ebb9f1f348),Armor,Leg,,,,,,3,5,8,12,20,Climb Speed,These rock-climbing boots have special no-slip toes that help you cling to walls. This ancient technology facilitates more nimble climbing.,600,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Tahno O'ah,
Dark Trousers,BotW_Dark_Trousers_Icon.png?version=d9da0a4c7dbf186d0e3046cb5cae0d67 (https://dl.airtable.com/ms6tK9kyQhuU1OPb5G2C_BotW_Dark_Trousers_Icon.png%3Fversion%3Dd9da0a4c7dbf186d0e3046cb5cae0d67),Armor,Leg,,,,,,3,,,,,,"The result of Kilton's research into monsters. Looks like your average leg wear at first, but these were created based on the image of a monster born of darkness.",9,Night Speed,,,,,,Kilton's Shop,
Desert Voe Trousers,BotW_Desert_Voe_Trousers_Icon.png?version=df47f8dbd056533554f4741c4cd1da4f (https://dl.airtable.com/rZlQTaDQ1K3sii2YMGxd_BotW_Desert_Voe_Trousers_Icon.png%3Fversion%3Ddf47f8dbd056533554f4741c4cd1da4f),Armor,Leg,,,,,,3,5,8,12,20,Heat Resist,"Gerudo-made trousers for men sold rarely by Gerudo retailers. Sapphire is used in their creation, which harnesses the power of ice to make the heat more tolerable.",165,Shock Resist,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice keese Wing x3","Ice Keese Wing x8, Icy Lizalfos Tail x3 ","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",GSC or Tarrey Town,
Fierce Deity Boots,BotW_Fierce_Deity_Boots.png?version=30464356f8ef5ea1fb00cbe4953dd320 (https://dl.airtable.com/RXGeVPuyQSaNzZ8EBLZZ_BotW_Fierce_Deity_Boots.png%3Fversion%3D30464356f8ef5ea1fb00cbe4953dd320),Armor,Leg,,,,,,3,5,8,12,20,Attack,"According to legend, these boots were once worn by a hero from a world in which the moon threatened to fall. Wearing them provides godlike power.",125,Charge Attack Stamina,"Hinox Toenail x5, Farosh's Scale x1","Hinox Tooth x5, Farosh's Claw x1","Hinox Guts x5, Shard of Farosh's Fang x1","Lynel Guts x5, Shard of Farosh's Horn  x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Boots,BotW_Flamebreaker_Boots_Icon.png?version=7b19515761f2c492a5fe46d0718d37e0 (https://dl.airtable.com/K4thJWg5Q7eeSUeILgzj_BotW_Flamebreaker_Boots_Icon.png%3Fversion%3D7b19515761f2c492a5fe46d0718d37e0),Armor,Leg,,,,,,3,5,8,12,20,Flame Guard,Goron artisans used flame-resistant rocks to craft these fireproof boots for curious Hylians visiting Goron City.,175,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Sirwal,BotW_Gerudo_Sirwal_Icon.png?version=a2f09a473d73cead597eecedfe9004e6 (https://dl.airtable.com/A1eDCYQGRgaEL6Gf7enE_BotW_Gerudo_Sirwal_Icon.png%3Fversion%3Da2f09a473d73cead597eecedfe9004e6),Armor,Leg,,,,,,3,,,,,Gerudo Town Entry,"Gerudo favor this traditional sirwal. Its short length allows for ease of movement, and its subtle design is quite fashionable.",45,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Trousers,BotW_Hylian_Trousers_Icon.png?version=d0bda340130c53637fc5c2e1c0b3b43a (https://dl.airtable.com/W34JjtHvTuysZ5HzYUM6_BotW_Hylian_Trousers_Icon.png%3Fversion%3Dd0bda340130c53637fc5c2e1c0b3b43a),Armor,Leg,,,,,,3,5,8,12,20,,"Traditional dress trousers of Hyrule. The plush fabric makes these trousers quite comfortable, and their high durability makes them ideal for travelers.",25,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Phantom Greaves,BotW_Phantom_Greaves_Icon.png?version=4defa2384c453f66f46641ca20698888 (https://dl.airtable.com/BZ6svQfnTKxDqGtum91A_BotW_Phantom_Greaves_Icon.png%3Fversion%3D4defa2384c453f66f46641ca20698888),Armor,Leg,,,,,,8,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. These greaves looks just like the ones they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Tights,BotW_Radiant_Tights_Icon.png?version=4c198b8dfd8a2d7dcbd3fc922c59e189 (https://dl.airtable.com/RY9lw0ifRciVhJ2c1XMx_BotW_Radiant_Tights_Icon.png%3Fversion%3D4c198b8dfd8a2d7dcbd3fc922c59e189),Armor,Leg,,,,,,3,5,8,12,20,Stal Lure,"These tights are sold in the Gerudo Secret Club. They're painted with dye from crushed luminous stones, which gives them an eerie glow in the dark.",200,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Rubber Tights,BotW_Rubber_Tights_Icon.png?version=3d61ff515f246533dbaa8caf5398943f (https://dl.airtable.com/Z8mNf9CpT1iKHK3nPinp_BotW_Rubber_Tights_Icon.png%3Fversion%3D3d61ff515f246533dbaa8caf5398943f),Armor,Leg,,,,,,3,5,8,12,20,Shock Resist,"These invaluable tights are resistant to electricity. They're made with something called ""rubber,"" an ancient technology that no longer exists in this modern age.",600,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Shrine - Qukah Nata,
Sand Boots,BotW_Sand_Boots_Icon.png?version=00f14ba50c0ada7e82a6c4c9b53fecee (https://dl.airtable.com/TH5xyfyrQ5yAjiMPB3uA_BotW_Sand_Boots_Icon.png%3Fversion%3D00f14ba50c0ada7e82a6c4c9b53fecee),Armor,Leg,,,,,,3,5,8,12,20,Sand Speed,Gerudo artisans modified these boots for life in the desert. The special soles distribute your body weight evenly so you can maintain your normal movement speed on sand.,200,,"Molduga Fin x5, Hightail Lizard x10","Molduga Fin x10, Swift Carrot x10","Molduga Guts x3, Rushroom x15","Molduga Guts x5, Swift Violet x15","Molduga Fin,Hightail Lizard,Swift Carrot,Molduga Guts,Rushroom,Swift Violet",Quest - The Eight Heroine,
Snow Boots,BotW_Snow_Boots_Icon.png?version=c6035aa617418c66e2cbcfe009c47ecb (https://dl.airtable.com/kgOQqcwTTAyjk6VuuWkN_BotW_Snow_Boots_Icon.png%3Fversion%3Dc6035aa617418c66e2cbcfe009c47ecb),Armor,Leg,,,,,,3,5,8,12,20,Snow Speed,Bozai was kind enough to lend you these boots. They evenly distribute your body weight so you can maintain your normal walking speed over deep snow.,200,,"Octorok Tentacle x5, Hightail Lizard x10","Octo Balloon x5, Swift Carrot x10","Octorok Eyeball x5, Rushroom x15","Naydra's Scale x5, Swift Violet x15","Octorok Tentacle,Hightail Lizard,Octo Balloon,Swift Carrot,Octorok Eyeball,Rushroom,Naydra's Scale,Swift Violet",Quest - The Forgotten Sword,
Snowquill Trousers,BotW_Snowquill_Trousers_Icon.png?version=28f29c8b019e9b21c4392030e47de6d8 (https://dl.airtable.com/OZwNrWFSMCD9T7CsiY6A_BotW_Snowquill_Trousers_Icon.png%3Fversion%3D28f29c8b019e9b21c4392030e47de6d8),Armor,Leg,,,,,,3,5,8,12,20,Cold Resist,"The Rito sell these trousers to Hylians in Rito Village. The inside is lined with Rito feathers, so they excel at retaining body heat.",140,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
Soldier's Greaves,BotW_Soldier%27s_Greaves_Icon.png?version=8ffe1eeb0735a00e1ca33aa69f078af6 (https://dl.airtable.com/ZnlF0uNAR32fGnNzg1h0_BotW_Soldier%2527s_Greaves_Icon.png%3Fversion%3D8ffe1eeb0735a00e1ca33aa69f078af6),Armor,Leg,,,,,,4,7,12,18,28,,"Hyrulean guards favored these greaves. They owe their distinctly high defense to the metal plates they're made from, but the added weight takes some getting used to.",65,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x3, Moblin Guts x3","Lizalfos Tail x3, Hinox Guts x1","Lynel Hoof x2, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Tights,BotW_Stealth_Tights_Icon.png?version=a6edd8f54df9eaf5526819de2eb57f5b (https://dl.airtable.com/JTYJVYW2S2KmPxoq9NNl_BotW_Stealth_Tights_Icon.png%3Fversion%3Da6edd8f54df9eaf5526819de2eb57f5b),Armor,Leg,,,,,,2,4,6,9,16,Stealth,"Members of the Sheikah tribe wear these tights when they need to move stealthily. They're made from noise-suppressing cloth, a hallmark of ancient Sheikah technology.",150,Night Speed,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Tingle's Tights,BotW_Tingle%27s_Tights_Icon.png?version=4f88b7454cf252b52e8b898c1900b6e3 (https://dl.airtable.com/seMIbcoSNm3D55oTgfEU_BotW_Tingle%2527s_Tights_Icon.png%3Fversion%3D4f88b7454cf252b52e8b898c1900b6e3),Armor,Leg,,,,,,2,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He tresured these tights, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
